ENSG00000288516___KAPCA,0.0934
ENSG00000288513___OR4F4,0.0
ENSG00000288508___ISLR,0.1869
ENSG00000288499___FA20C,0.0053
ENSG00000288490___GALT9,0.3585
ENSG00000288485___ELP5,0.0333
ENSG00000288478___NIPA1,0.0076
ENSG00000288474___REL3,0.4556
ENSG00000288461___CYFP1,0.0314
ENSG00000288455___SEM7A,0.0886
ENSG00000288435___CXA10,0.1951
ENSG00000288401___SRC8,0.0097
ENSG00000288368___C1GLC,0.0
ENSG00000288362___CP11A,0.5078
ENSG00000288359___ATP4B,0.1397
ENSG00000288353___RHG17,0.3101
ENSG00000288335___TWST2,0.0024
ENSG00000288325___GPS2,0.5147
ENSG00000288307___CNEP1,0.4826
ENSG00000288299___LDHA,0.0386
ENSG00000288263___GRK1,0.0986
ENSG00000288257___STRA6,0.041
ENSG00000288250___TNNT3,0.306
ENSG00000288243___STING,0.3767
ENSG00000288219___TNNI2,0.3423
ENSG00000288217___PEX5,0.0272
ENSG00000288216___SC5AB,0.1552
ENSG00000288185___I27RA,0.3231
ENSG00000288174___GLUT4,0.0671
ENSG00000288146___NOC4L,0.4243
ENSG00000288145___IF5A1,0.1649
ENSG00000288141___RM23,0.0
ENSG00000288130___TNR6A,0.0158
ENSG00000288114___TF2H1,0.0272
ENSG00000286522___H31,0.0476
ENSG00000285516___NALD2,0.0073
ENSG00000285501___CBPC2,0.0211
ENSG00000285482___DGAT1,0.2003
ENSG00000285479___CAC1C,0.0576
ENSG00000285456___LT4R1,0.0289
ENSG00000285449___H2B3B,0.0361
ENSG00000285438___SOX7,0.0098
ENSG00000285435___H31T,0.4683
ENSG00000285433___DFB4A,0.0
ENSG00000285387___NDUS3,0.4039
ENSG00000285379___RIPK3,0.4771
ENSG00000285348___TGM1,0.157
ENSG00000285339___VPS28,0.3274
ENSG00000285321___FITM1,0.0
ENSG00000285318___DEF4,0.2304
ENSG00000285317___DNJC8,0.0296
ENSG00000285302___CHM4A,0.4532
ENSG00000285301___BOP1,0.4644
ENSG00000285281___SGPP1,0.255
ENSG00000285262___MCPH1,0.0177
ENSG00000285251___DEF5,0.1634
ENSG00000285250___MSRA,0.0665
ENSG00000285246___NEDD8,0.2308
ENSG00000285241___PCKGM,0.0652
ENSG00000285221___CPNE6,0.5219
