ENSG00000000419___DPM1,0.998695
ENSG00000000938___FGR,0.997763
ENSG00000000971___CFAH,0.997737
ENSG00000001036___FUCO2,0.999827
ENSG00000001084___GSH1,1.000761
ENSG00000001167___NFYA,1.008313
ENSG00000001497___LAS1L,nan
ENSG00000001561___ENPP4,1.001882
ENSG00000001626___CFTR,0.996573
ENSG00000001630___CP51A,1.000096
ENSG00000002016___RAD52,1.001767
ENSG00000002330___BAD,0.972051
ENSG00000002586___CD99,0.994784
ENSG00000002587___HS3S1,0.99977
ENSG00000002726___AOC1,1.000362
ENSG00000002745___WNT16,1.007416
ENSG00000002746___HECW1,0.998617
ENSG00000002822___MD1L1,0.990115
ENSG00000003056___MPRD,1.0
ENSG00000003096___KLH13,nan
ENSG00000003137___CP26B,0.997785
ENSG00000003393___ALS2,0.985165
ENSG00000003400___CASPA,1.003348
ENSG00000003436___TFPI1,0.997256
ENSG00000003509___NDUF7,0.997982
ENSG00000003756___RBM5,0.99575
ENSG00000003987___MTMR7,1.000727
ENSG00000003989___CTR2,0.998473
ENSG00000004139___SARM1,1.003459
ENSG00000004399___PLXD1,0.996636
ENSG00000004455___KAD2,1.000078
ENSG00000004468___CD38,0.999171
ENSG00000004478___FKBP4,0.996023
ENSG00000004487___KDM1A,0.993178
ENSG00000004660___KKCC1,0.999767
ENSG00000004777___RHG33,0.994494
ENSG00000004779___ACPM,1.003674
ENSG00000004799___PDK4,0.995146
ENSG00000004809___S22AG,0.994759
ENSG00000004846___ABCB5,0.998534
ENSG00000004864___CMC2,0.990054
ENSG00000004897___CDC27,1.002849
ENSG00000004939___B3AT,0.997605
ENSG00000004948___CALCR,1.001654
ENSG00000004975___DVL2,0.997709
ENSG00000005007___RENT1,1.000515
ENSG00000005020___SKAP2,1.0053
ENSG00000005022___ADT2,nan
ENSG00000005059___MCUB,1.002234
ENSG00000005075___RPB11,0.998249
ENSG00000005156___DNLI3,0.999169
ENSG00000005187___ACSM3,1.009575
ENSG00000005194___CPIN1,1.015401
ENSG00000005206___SPP2B,0.99811
ENSG00000005243___COPZ2,0.941436
ENSG00000005302___MS3L1,nan
ENSG00000005339___CBP,1.002951
ENSG00000005379___RIMB1,1.005301
ENSG00000005381___PERM,0.9984
ENSG00000005421___PON1,0.997267
ENSG00000005436___GCFC2,1.000363
ENSG00000005469___OCTC,0.999418
ENSG00000005471___MDR3,0.961028
ENSG00000005483___KMT2E,0.998101
ENSG00000005812___FBXL3,0.999894
ENSG00000005844___ITAL,0.994224
ENSG00000005882___PDK2,0.998968
ENSG00000005884___ITA3,0.99868
ENSG00000005893___LAMP2,nan
ENSG00000005961___ITA2B,1.007322
ENSG00000005981___ASB4,1.003448
ENSG00000006007___GDE1,1.00521
ENSG00000006016___CRLF1,1.101053
ENSG00000006025___OSBL7,0.99873
ENSG00000006062___M3K14,0.994487
ENSG00000006071___ABCC8,1.001318
ENSG00000006116___CCG3,1.011338
ENSG00000006118___T132A,1.005716
ENSG00000006125___AP2B1,0.999253
ENSG00000006128___TKN1,0.997593
ENSG00000006210___X3CL1,0.994235
ENSG00000006283___CAC1G,0.996906
ENSG00000006327___TNR12,1.0011
ENSG00000006451___RALA,0.998992
ENSG00000006459___KDM7A,0.995028
ENSG00000006534___AL3B1,1.004875
ENSG00000006607___FARP2,1.015761
ENSG00000006625___GGCT,1.00547
ENSG00000006634___DBF4A,1.002867
ENSG00000006638___TA2R,0.99944
ENSG00000006695___COX10,1.001892
ENSG00000006712___PAF1,1.001505
ENSG00000006740___RHG44,1.002381
ENSG00000006744___RNZ2,0.997414
ENSG00000006756___ARSD,nan
ENSG00000006757___PLPL4,nan
ENSG00000007001___UPP2,0.996553
ENSG00000007047___MARK4,0.998062
ENSG00000007168___LIS1,0.993662
ENSG00000007171___NOS2,1.005081
ENSG00000007216___S13A2,1.000276
ENSG00000007255___TPC6A,0.98619
ENSG00000007264___MATK,0.987399
ENSG00000007306___CEAM7,1.007387
ENSG00000007312___CD79B,0.999394
ENSG00000007372___PAX6,1.002048
ENSG00000007402___CA2D2,1.00086
ENSG00000007520___TSR3,1.004418
ENSG00000007541___PIGQ,1.00056
ENSG00000007866___TEAD3,0.997785
ENSG00000007908___LYAM2,1.000406
ENSG00000007923___DJC11,1.000292
ENSG00000007933___FMO3,1.018527
ENSG00000007944___MYLIP,1.000836
ENSG00000007952___NOX1,nan
ENSG00000008018___PSB1,1.058203
ENSG00000008083___JARD2,0.991855
ENSG00000008130___NADK,1.003656
ENSG00000008196___AP2B,1.002639
ENSG00000008256___CYH3,1.001457
ENSG00000008277___ADA22,0.998392
ENSG00000008294___JIP4,0.99653
ENSG00000008311___AASS,0.999454
ENSG00000008394___MGST1,1.001775
ENSG00000008405___CRY1,0.993343
ENSG00000008438___PGRP1,1.001196
ENSG00000008441___NFIX,0.998304
ENSG00000008513___SIA4A,1.001576
ENSG00000008516___MMP25,1.001786
ENSG00000008517___IL32,0.999499
ENSG00000008710___PKD1,0.998179
ENSG00000008838___MED24,0.999529
ENSG00000008853___RHBT2,1.002523
ENSG00000008988___RS20,0.997854
