ENSG00000000419___DPM1,0.9855
ENSG00000000938___FGR,0.9328
ENSG00000001036___FUCO2,0.8816
ENSG00000001084___GSH1,0.9519
ENSG00000001167___NFYA,0.9076
ENSG00000001497___LAS1L,1
ENSG00000001561___ENPP4,0.8598
ENSG00000001626___CFTR,0.8278
ENSG00000001630___CP51A,0.8953
ENSG00000002016___RAD52,0.9789
ENSG00000002330___BAD,0.9421
ENSG00000002586___CD99,0.9579
ENSG00000002587___HS3S1,0.9224
ENSG00000002726___AOC1,0.9373
ENSG00000002745___WNT16,0.8978
ENSG00000002746___HECW1,0.8145
ENSG00000002822___MD1L1,0.8953
ENSG00000003056___MPRD,1.0
ENSG00000003096___KLH13,1
ENSG00000003137___CP26B,0.9055
ENSG00000003393___ALS2,0.8916
ENSG00000003400___CASPA,0.7898
ENSG00000003436___TFPI1,0.951
ENSG00000003509___NDUF7,0.8418
ENSG00000003756___RBM5,0.9112
ENSG00000003987___MTMR7,0.9218
ENSG00000003989___CTR2,0.8053
ENSG00000004139___SARM1,0.9421
ENSG00000004399___PLXD1,0.8811
ENSG00000004455___KAD2,0.9711
ENSG00000004468___CD38,0.9537
ENSG00000004478___FKBP4,0.9101
ENSG00000004487___KDM1A,0.7353
ENSG00000004660___KKCC1,0.9332
ENSG00000004777___RHG33,0.975
ENSG00000004779___ACPM,0.9934
ENSG00000004799___PDK4,0.8522
ENSG00000004809___S22AG,0.9661
ENSG00000004846___ABCB5,0.8993
ENSG00000004864___CMC2,0.9369
ENSG00000004897___CDC27,0.9417
ENSG00000004939___B3AT,0.8635
ENSG00000004948___CALCR,0.8716
ENSG00000004975___DVL2,0.7925
ENSG00000005007___RENT1,0.8658
ENSG00000005020___SKAP2,0.7857
ENSG00000005022___ADT2,1
ENSG00000005059___MCUB,0.9564
ENSG00000005075___RPB11,0.8684
ENSG00000005156___DNLI3,0.9298
ENSG00000005187___ACSM3,0.9412
ENSG00000005194___CPIN1,0.9646
ENSG00000005206___SPP2B,0.8471
ENSG00000005243___COPZ2,1.0556
ENSG00000005302___MS3L1,1
ENSG00000005339___CBP,0.9272
ENSG00000005379___RIMB1,0.897
ENSG00000005381___PERM,0.9432
ENSG00000005421___PON1,0.9084
ENSG00000005436___GCFC2,0.8998
ENSG00000005469___OCTC,0.9215
ENSG00000005471___MDR3,0.9661
ENSG00000005483___KMT2E,0.9504
ENSG00000005812___FBXL3,0.8862
ENSG00000005844___ITAL,0.8662
ENSG00000005882___PDK2,0.9313
ENSG00000005884___ITA3,0.886
ENSG00000005893___LAMP2,1
ENSG00000005961___ITA2B,1.0161
ENSG00000005981___ASB4,0.7973
ENSG00000006007___GDE1,0.9108
ENSG00000006016___CRLF1,1.0
ENSG00000006025___OSBL7,0.7857
ENSG00000006062___M3K14,0.9741
ENSG00000006071___ABCC8,1.0
ENSG00000006116___CCG3,0.8989
ENSG00000006118___T132A,1.0
ENSG00000006125___AP2B1,0.9267
ENSG00000006128___TKN1,0.9745
ENSG00000006210___X3CL1,0.9025
ENSG00000006283___CAC1G,0.872
ENSG00000006327___TNR12,0.9167
ENSG00000006451___RALA,0.9527
ENSG00000006459___KDM7A,0.9459
ENSG00000006534___AL3B1,0.9483
ENSG00000006607___FARP2,0.9623
ENSG00000006625___GGCT,0.9452
ENSG00000006634___DBF4A,0.8845
